%time,field.header.seq,field.header.stamp,field.header.frame_id,42.33709335,-71.0898819,field.altitude,field.northing,field.easting,field.zone
1.58095E+18,286,1.58095E+18,,42.33701324,-71.08977509,-23.29999924,4689310.5,327842.4003,19T
1.58095E+18,287,1.58095E+18,,42.33699417,-71.08973694,-23.09999847,4689308.305,327845.4909,19T
1.58095E+18,288,1.58095E+18,,42.33698273,-71.08969879,-22.79999924,4689306.957,327848.6024,19T
1.58095E+18,289,1.58095E+18,,42.33697891,-71.08965302,-22.69999886,4689306.441,327852.3633,19T
1.58095E+18,290,1.58095E+18,,42.33698654,-71.08961487,-22.59999847,4689307.211,327855.5268,19T
1.58095E+18,291,1.58095E+18,,42.3370018,-71.08957672,-22.59999847,4689308.828,327858.7111,19T
1.58095E+18,292,1.58095E+18,,42.33702469,-71.0895462,-22.5,4689311.308,327861.2878,19T
1.58095E+18,293,1.58095E+18,,42.33705521,-71.08952332,-22.39999962,4689314.65,327863.2567,19T
1.58095E+18,294,1.58095E+18,,42.33708572,-71.08950806,-22.39999962,4689318.008,327864.597,19T
1.58095E+18,295,1.58095E+18,,42.33712006,-71.08950806,-22.5,4689321.82,327864.6907,19T
1.58095E+18,296,1.58095E+18,,42.33715057,-71.08952332,-22.29999924,4689325.24,327863.5169,19T
1.58095E+18,297,1.58095E+18,,42.33717728,-71.0895462,-22.29999924,4689328.251,327861.7041,19T
1.58095E+18,298,1.58095E+18,,42.33720779,-71.08956909,-22.29999924,4689331.686,327859.9018,19T
1.58095E+18,299,1.58095E+18,,42.33721161,-71.08961487,-22.5,4689332.203,327856.1409,19T
1.58095E+18,300,1.58095E+18,,42.33721924,-71.08966827,-22.59999847,4689333.158,327851.762,19T
1.58095E+18,301,1.58095E+18,,42.33721161,-71.08970642,-22.59999847,4689332.388,327848.5984,19T
1.58095E+18,302,1.58095E+18,,42.33719635,-71.08974457,-22.59999847,4689330.771,327845.4141,19T
1.58095E+18,303,1.58095E+18,,42.33717346,-71.08977509,-22.69999886,4689328.291,327842.8375,19T
1.58095E+18,304,1.58095E+18,,42.33715057,-71.08979797,-22.69999886,4689325.796,327840.8894,19T
1.58095E+18,305,1.58095E+18,,42.33712006,-71.08981323,-23,4689322.438,327839.549,19T
1.58095E+18,306,1.58095E+18,,42.33709335,-71.08982086,-23,4689319.488,327838.8476,19T
1.58095E+18,307,1.58095E+18,,42.33706284,-71.08982086,-23.09999847,4689316.1,327838.7643,19T
1.58095E+18,308,1.58095E+18,,42.33703995,-71.0898056,-23.19999886,4689313.527,327839.959,19T
1.58095E+18,309,1.58095E+18,,42.33701706,-71.08978271,-23.19999886,4689310.939,327841.7821,19T
1.58095E+18,310,1.58095E+18,,42.33699799,-71.08975983,-23.19999886,4689308.775,327843.6157,19T
1.58095E+18,311,1.58095E+18,,42.33698273,-71.08972168,-23.09999847,4689307.003,327846.7168,19T
1.58095E+18,312,1.58095E+18,,42.3369751,-71.08968353,-23.09999847,4689306.079,327849.8387,19T
1.58095E+18,313,1.58095E+18,,42.33697891,-71.08963776,-22.89999962,4689306.41,327853.6203,19T
1.58095E+18,314,1.58095E+18,,42.33698654,-71.08959961,-22.89999962,4689307.18,327856.7839,19T
1.58095E+18,315,1.58095E+18,,42.33700943,-71.08956146,-22.89999962,4689309.644,327859.989,19T
1.58095E+18,316,1.58095E+18,,42.33703613,-71.08953094,-22.79999924,4689312.547,327862.5761,19T
1.58095E+18,317,1.58095E+18,,42.33707047,-71.08951569,-22.89999962,4689316.329,327863.9268,19T
1.58095E+18,318,1.58095E+18,,42.3371048,-71.08951569,-22.89999962,4689320.141,327864.0205,19T
1.58095E+18,319,1.58095E+18,,42.33714294,-71.08952332,-22.69999886,4689324.393,327863.4961,19T
1.58095E+18,320,1.58095E+18,,42.33717728,-71.08953857,-22.5,4689328.236,327862.3327,19T
1.58095E+18,321,1.58095E+18,,42.33721924,-71.0895462,-22.59999847,4689332.911,327861.8186,19T
1.58095E+18,322,1.58095E+18,,42.33726501,-71.08956909,-22.69999886,4689338.04,327860.0579,19T
1.58095E+18,323,1.58095E+18,,42.33731461,-71.08958435,-22.79999924,4689343.578,327858.9361,19T
1.58095E+18,324,1.58095E+18,,42.3373642,-71.08959961,-23,4689349.115,327857.8144,19T
1.58095E+18,325,1.58095E+18,,42.3374176,-71.0896225,-23.09999847,4689355.092,327856.0745,19T
1.58095E+18,326,1.58095E+18,,42.33747101,-71.08964539,-23.09999847,4689361.069,327854.3346,19T
1.58095E+18,327,1.58095E+18,,42.33752441,-71.08966827,-23.09999847,4689367.045,327852.5947,19T
1.58095E+18,328,1.58095E+18,,42.33758163,-71.08969879,-23,4689373.461,327850.2367,19T
1.58095E+18,329,1.58095E+18,,42.33763504,-71.08972168,-22.79999924,4689379.438,327848.4969,19T
1.58095E+18,330,1.58095E+18,,42.33769226,-71.08974457,-22.59999847,4689385.838,327846.7674,19T
1.58095E+18,331,1.58095E+18,,42.3377533,-71.08976746,-22.39999962,4689392.662,327845.0483,19T
1.58095E+18,332,1.58095E+18,,42.33781052,-71.08978271,-22.19999886,4689399.047,327843.9474,19T
1.58095E+18,333,1.58095E+18,,42.33787155,-71.08979797,-22,4689405.855,327842.8569,19T
1.58095E+18,334,1.58095E+18,,42.33792877,-71.08981323,-21.39999962,4689412.24,327841.756,19T
1.58095E+18,335,1.58095E+18,,42.33797836,-71.08983612,-20.89999962,4689417.793,327840.0057,19T
1.58095E+18,336,1.58095E+18,,42.33803558,-71.08984375,-20.59999847,4689424.162,327839.5334,19T
1.58095E+18,337,1.58095E+18,,42.33808899,-71.08985901,-20.19999886,4689430.123,327838.4221,19T
1.58095E+18,338,1.58095E+18,,42.3381424,-71.08987427,-19.5,4689436.085,327837.3107,19T
1.58095E+18,339,1.58095E+18,,42.33818817,-71.08988953,-18.69999886,4689441.199,327836.1786,19T
1.58095E+18,340,1.58095E+18,,42.33824158,-71.08990479,-18,4689447.16,327835.0673,19T
1.58095E+18,341,1.58095E+18,,42.33829498,-71.08992767,-17.5,4689453.136,327833.3275,19T
1.58095E+18,342,1.58095E+18,,42.33834457,-71.08994293,-17.19999886,4689458.674,327832.2057,19T
1.58095E+18,343,1.58095E+18,,42.33838654,-71.08997345,-17.19999886,4689463.395,327829.8061,19T
1.58095E+18,344,1.58095E+18,,42.33843613,-71.09000397,-17.09999847,4689468.964,327827.4274,19T
1.58095E+18,345,1.58095E+18,,42.33848572,-71.09004211,-16.69999886,4689474.548,327824.4201,19T
1.58095E+18,346,1.58095E+18,,42.33853912,-71.090065,-16.29999924,4689480.524,327822.6803,19T
1.58095E+18,347,1.58095E+18,,42.33858871,-71.09009552,-15.79999924,4689486.093,327820.3015,19T
1.58095E+18,348,1.58095E+18,,42.33863831,-71.09012604,-15.39999962,4689491.661,327817.9228,19T
1.58095E+18,349,1.58095E+18,,42.33868408,-71.09016418,-14.89999962,4689496.822,327814.9051,19T
1.58095E+18,350,1.58095E+18,,42.33873749,-71.09018707,-14.59999847,4689502.798,327813.1653,19T
1.58095E+18,351,1.58095E+18,,42.33879089,-71.09020996,-14.89999962,4689508.775,327811.4255,19T
1.58095E+18,352,1.58095E+18,,42.33883667,-71.09024048,-14.79999924,4689513.92,327809.0363,19T
1.58095E+18,353,1.58095E+18,,42.33889008,-71.09026337,-15.09999847,4689519.897,327807.2965,19T
1.58095E+18,354,1.58095E+18,,42.33894348,-71.09028625,-15.19999886,4689525.873,327805.5567,19T
1.58095E+18,355,1.58095E+18,,42.33899307,-71.09030914,-15.5,4689531.426,327803.8065,19T
1.58095E+18,356,1.58095E+18,,42.33904648,-71.09033203,-15.5,4689537.403,327802.0667,19T
1.58095E+18,357,1.58095E+18,,42.33911133,-71.09035492,-14.69999886,4689544.65,327800.3582,19T
1.58095E+18,358,1.58095E+18,,42.33917236,-71.09037018,-14.39999962,4689551.459,327799.2678,19T
1.58095E+18,359,1.58095E+18,,42.33922958,-71.09039307,-14.79999924,4689557.859,327797.5384,19T
